,screen,read-out,compound,concentration,measurement_name,SEM,STDEV,average
102,1,calcium,CDN1163,30.0,Amplitude,2.624805695248945,5.24961139049789,-18.485579202319684
103,1,calcium,CDN1163,30.0,Area Under the Curve,5.178805381308335,10.35761076261667,-38.63958654315688
104,1,calcium,CDN1163,30.0,Beat Rate,6.769166909174957,13.538333818349914,26.166154870453326
105,1,calcium,CDN1163,30.0,Falling Slope,2.9450253942202833,5.890050788440567,-12.653444209612395
106,1,calcium,CDN1163,30.0,Rising Slope,1.2766238888132793,2.5532477776265585,-12.72537292152348
107,1,calcium,CDN1163,30.0,Triangulation,1.63140487763851,3.26280975527702,0.5285109931049753
108,1,calcium,Doxorubicin,0.0,Amplitude,0.0,0.0,0.0
109,1,calcium,Doxorubicin,0.0,Area Under the Curve,0.0,0.0,0.0
110,1,calcium,Doxorubicin,0.0,Beat Rate,0.0,0.0,0.0
111,1,calcium,Doxorubicin,0.0,Falling Slope,0.0,0.0,0.0
112,1,calcium,Doxorubicin,0.0,Rising Slope,0.0,0.0,0.0
113,1,calcium,Doxorubicin,0.0,Triangulation,0.0,0.0,0.0
114,1,calcium,Doxorubicin,1.0,Amplitude,1.1236109040374211,2.2472218080748423,-4.021804098618642
115,1,calcium,Doxorubicin,1.0,Area Under the Curve,1.3747642021230106,2.7495284042460213,-7.995330173058425
116,1,calcium,Doxorubicin,1.0,Beat Rate,1.57769098179302,3.15538196358604,4.201942664095164
117,1,calcium,Doxorubicin,1.0,Falling Slope,1.0038465723135415,2.007693144627083,-0.381224187320373
118,1,calcium,Doxorubicin,1.0,Rising Slope,2.442583337975355,4.88516667595071,-0.6889222887952391
119,1,calcium,Doxorubicin,1.0,Triangulation,0.8023130088574683,1.6046260177149365,-1.865562597479887
120,1,calcium,Doxorubicin,3.0,Amplitude,1.5078233994227408,2.611626736641408,-11.129033296870592
121,1,calcium,Doxorubicin,3.0,Area Under the Curve,1.168262972311616,2.0234908246451515,-20.243621380515993
122,1,calcium,Doxorubicin,3.0,Beat Rate,6.40998919923116,11.102426969036111,5.972192405354723
123,1,calcium,Doxorubicin,3.0,Falling Slope,5.330162417653126,9.232112119969376,-5.791980428803369
124,1,calcium,Doxorubicin,3.0,Rising Slope,2.139467225883741,3.705665936359079,-3.925110324087729
125,1,calcium,Doxorubicin,3.0,Triangulation,1.2856409857084445,2.2267955075399586,6.1997884370897935
126,1,calcium,Doxorubicin,10.0,Amplitude,2.473473704279054,4.946947408558108,-8.997390269575181
127,1,calcium,Doxorubicin,10.0,Area Under the Curve,5.130770138413668,10.261540276827336,-17.371131978230895
128,1,calcium,Doxorubicin,10.0,Beat Rate,3.9858129893241183,7.971625978648237,10.899420758575346
129,1,calcium,Doxorubicin,10.0,Falling Slope,1.0325113286138154,2.065022657227631,-9.93302793495376
130,1,calcium,Doxorubicin,10.0,Rising Slope,3.048849338410952,6.097698676821904,-6.027802656856112
131,1,calcium,Doxorubicin,10.0,Triangulation,1.988764467334182,3.977528934668364,-1.5107532861768578
132,1,calcium,Doxorubicin,30.0,Amplitude,2.323377450311213,4.646754900622426,-22.93650917927657
133,1,calcium,Doxorubicin,30.0,Area Under the Curve,3.6591827738143032,7.3183655476286065,-37.636423841834
134,1,calcium,Doxorubicin,30.0,Beat Rate,1.1864522104891182,2.3729044209782364,28.996629721635976
135,1,calcium,Doxorubicin,30.0,Falling Slope,5.489056110934574,10.978112221869148,-30.96683898203487
136,1,calcium,Doxorubicin,30.0,Rising Slope,3.122473888858246,6.244947777716492,-27.35624697502376
137,1,calcium,Doxorubicin,30.0,Triangulation,1.6281221829896395,3.256244365979279,3.2103787725295847
138,1,calcium,Isoproterenol,0.0,Amplitude,0.0,0.0,0.0
139,1,calcium,Isoproterenol,0.0,Area Under the Curve,0.0,0.0,0.0
140,1,calcium,Isoproterenol,0.0,Beat Rate,0.0,0.0,0.0
141,1,calcium,Isoproterenol,0.0,Falling Slope,0.0,0.0,0.0
142,1,calcium,Isoproterenol,0.0,Rising Slope,0.0,0.0,0.0
143,1,calcium,Isoproterenol,0.0,Triangulation,0.0,0.0,0.0
144,1,calcium,Isoproterenol,0.01,Amplitude,2.122587719213544,4.245175438427088,-11.056027955349329
145,1,calcium,Isoproterenol,0.01,Area Under the Curve,4.947640856158803,9.895281712317606,-33.049230703700125
146,1,calcium,Isoproterenol,0.01,Beat Rate,12.900614017639231,25.801228035278463,48.51554641947653
147,1,calcium,Isoproterenol,0.01,Falling Slope,6.092402864645798,12.184805729291597,43.41214610879015
148,1,calcium,Isoproterenol,0.01,Rising Slope,4.340754287745231,8.681508575490462,38.13678634833891
149,1,calcium,Isoproterenol,0.01,Triangulation,2.8129455256752474,5.625891051350495,-21.92742982916112
150,1,calcium,Isoproterenol,0.03,Amplitude,3.116010552264773,6.232021104529546,-11.154708443858997
151,1,calcium,Isoproterenol,0.03,Area Under the Curve,2.028507266097001,4.057014532194002,-36.1030584691022
152,1,calcium,Isoproterenol,0.03,Beat Rate,5.2248344454678035,10.449668890935607,45.647951086041274
153,1,calcium,Isoproterenol,0.03,Falling Slope,7.868294746699229,15.736589493398458,69.54973481423174
154,1,calcium,Isoproterenol,0.03,Rising Slope,10.531349264778688,21.062698529557377,84.83688383024068
155,1,calcium,Isoproterenol,0.03,Triangulation,1.4220833829115866,2.8441667658231733,-28.80438226504546
156,1,calcium,Isoproterenol,0.1,Amplitude,2.8705100303991946,4.971869216287487,-8.061255173009457
157,1,calcium,Isoproterenol,0.1,Area Under the Curve,4.030414695704594,6.980883028532612,-39.07540758261463
158,1,calcium,Isoproterenol,0.1,Beat Rate,1.4919200646118964,2.5840813527392466,62.37581211279462
159,1,calcium,Isoproterenol,0.1,Falling Slope,4.852545338055653,8.404855071543883,104.68496401784438
160,1,calcium,Isoproterenol,0.1,Rising Slope,3.8783327583862817,6.71746938618379,123.82334398457266
161,1,calcium,Isoproterenol,0.1,Triangulation,0.9041845676645263,1.5660936106146588,-34.619417563080965
162,1,calcium,Isoproterenol,0.3,Amplitude,12.65508957403988,25.31017914807976,-4.854354477067157
163,1,calcium,Isoproterenol,0.3,Area Under the Curve,11.875589417369802,23.751178834739605,-19.196271794486996
164,1,calcium,Isoproterenol,0.3,Beat Rate,23.705038577304016,47.41007715460803,32.21800054174473
165,1,calcium,Isoproterenol,0.3,Falling Slope,28.94157842226972,57.88315684453944,43.565931705764335
166,1,calcium,Isoproterenol,0.3,Rising Slope,34.64834473784576,69.29668947569152,52.91254370432037
167,1,calcium,Isoproterenol,0.3,Triangulation,10.762835293351241,21.525670586702482,-15.314897450169404
168,1,calcium,Isoproterenol,1.0,Amplitude,3.5286324833936638,7.0572649667873275,-5.479113392537826
169,1,calcium,Isoproterenol,1.0,Area Under the Curve,6.0439854690696855,12.087970938139371,-34.17244346078827
170,1,calcium,Isoproterenol,1.0,Beat Rate,6.549805669620568,13.099611339241136,71.78532745125119
171,1,calcium,Isoproterenol,1.0,Falling Slope,7.582034333171266,15.164068666342532,111.62412198270569
172,1,calcium,Isoproterenol,1.0,Rising Slope,4.462719539298075,8.92543907859615,112.02456355608714
173,1,calcium,Isoproterenol,1.0,Triangulation,0.8670181279430026,1.7340362558860052,-34.78409074775932
174,1,calcium,Levosimendan,0.0,Amplitude,0.0,0.0,0.0
175,1,calcium,Levosimendan,0.0,Area Under the Curve,0.0,0.0,0.0
176,1,calcium,Levosimendan,0.0,Beat Rate,0.0,0.0,0.0
177,1,calcium,Levosimendan,0.0,Falling Slope,0.0,0.0,0.0
178,1,calcium,Levosimendan,0.0,Rising Slope,0.0,0.0,0.0
179,1,calcium,Levosimendan,0.0,Triangulation,0.0,0.0,0.0
180,1,calcium,Levosimendan,0.03,Amplitude,0.5285330599922353,1.0570661199844706,-4.850966247862858
181,1,calcium,Levosimendan,0.03,Area Under the Curve,3.0022339626119927,6.004467925223985,-17.273330757165986
182,1,calcium,Levosimendan,0.03,Beat Rate,9.79432680113035,19.5886536022607,24.55411949949039
183,1,calcium,Levosimendan,0.03,Falling Slope,3.4574304343751256,6.914860868750251,14.908321473915137
184,1,calcium,Levosimendan,0.03,Rising Slope,2.75550188484064,5.51100376968128,8.833830743072458
185,1,calcium,Levosimendan,0.03,Triangulation,1.1818266425030075,2.363653285006015,-9.837056482142529
186,1,calcium,Levosimendan,0.1,Amplitude,2.9118158826527445,5.823631765305489,-0.31751838173298363
187,1,calcium,Levosimendan,0.1,Area Under the Curve,3.046722022243277,6.093444044486554,-5.695393471721186
188,1,calcium,Levosimendan,0.1,Beat Rate,3.518968103299534,7.037936206599068,15.954658061076032
189,1,calcium,Levosimendan,0.1,Falling Slope,6.407007024600648,12.814014049201296,21.85397152297335
190,1,calcium,Levosimendan,0.1,Rising Slope,4.721566021161696,9.443132042323391,19.73577497413263
191,1,calcium,Levosimendan,0.1,Triangulation,1.218515644336202,2.437031288672404,-8.532195793250516
192,1,calcium,Levosimendan,0.3,Amplitude,4.5390028478677955,9.078005695735591,-8.010796933259694
193,1,calcium,Levosimendan,0.3,Area Under the Curve,2.992420609405319,5.984841218810638,-21.04120391074621
194,1,calcium,Levosimendan,0.3,Beat Rate,6.817735887730534,13.635471775461069,22.199438625902424
195,1,calcium,Levosimendan,0.3,Falling Slope,7.938874569793917,15.877749139587834,16.94711492782086
196,1,calcium,Levosimendan,0.3,Rising Slope,7.196702632756933,14.393405265513866,12.458734059985627
197,1,calcium,Levosimendan,0.3,Triangulation,2.826411485470499,5.652822970940998,-11.134525009020665
198,1,calcium,Levosimendan,1.0,Amplitude,1.6858574135785769,3.3717148271571538,-5.79227833048983
199,1,calcium,Levosimendan,1.0,Area Under the Curve,3.0810899000831076,6.162179800166215,-15.354838016761835
200,1,calcium,Levosimendan,1.0,Beat Rate,4.850529399868503,9.701058799737005,24.907899774874316
201,1,calcium,Levosimendan,1.0,Falling Slope,4.057676419582941,8.115352839165881,17.31701361745145
202,1,calcium,Levosimendan,1.0,Rising Slope,3.5719272550067425,7.143854510013485,16.969574961865817
203,1,calcium,Levosimendan,1.0,Triangulation,2.091994347236319,4.183988694472638,-10.282956958918636
204,1,calcium,Levosimendan,3.0,Amplitude,1.8805666272164203,3.7611332544328406,-10.789372509615617
205,1,calcium,Levosimendan,3.0,Area Under the Curve,2.8215453001935327,5.643090600387065,-25.527243274400657
206,1,calcium,Levosimendan,3.0,Beat Rate,2.0781011720648945,4.156202344129789,26.116372761887604
207,1,calcium,Levosimendan,3.0,Falling Slope,4.136725487824697,8.273450975649395,20.320428756144622
208,1,calcium,Levosimendan,3.0,Rising Slope,2.852448048554987,5.704896097109974,15.389405836470335
209,1,calcium,Levosimendan,3.0,Triangulation,0.6307810742747118,1.2615621485494235,-5.3403999439757355
210,1,calcium,Milrinone,0.0,Amplitude,0.0,0.0,0.0
211,1,calcium,Milrinone,0.0,Area Under the Curve,0.0,0.0,0.0
212,1,calcium,Milrinone,0.0,Beat Rate,0.0,0.0,0.0
213,1,calcium,Milrinone,0.0,Falling Slope,0.0,0.0,0.0
214,1,calcium,Milrinone,0.0,Rising Slope,0.0,0.0,0.0
215,1,calcium,Milrinone,0.0,Triangulation,0.0,0.0,0.0
216,1,calcium,Milrinone,0.3,Amplitude,1.6457555130563741,3.2915110261127483,-8.01884172015786
217,1,calcium,Milrinone,0.3,Area Under the Curve,1.0836235743755271,2.1672471487510543,-21.207221263208574
218,1,calcium,Milrinone,0.3,Beat Rate,2.334208977442772,4.668417954885544,20.112892595097208
219,1,calcium,Milrinone,0.3,Falling Slope,3.4089769726603762,6.8179539453207525,13.91676211852013
220,1,calcium,Milrinone,0.3,Rising Slope,3.5230725661067495,7.046145132213499,12.114420994717934
221,1,calcium,Milrinone,0.3,Triangulation,0.9126281164854873,1.8252562329709745,-11.697398265319302
222,1,calcium,Milrinone,1.0,Amplitude,3.497683243412383,6.995366486824766,-4.55155359996337
223,1,calcium,Milrinone,1.0,Area Under the Curve,2.8162955127185434,5.632591025437087,-16.491945343170485
224,1,calcium,Milrinone,1.0,Beat Rate,4.862075915313431,9.724151830626862,24.924470695914792
225,1,calcium,Milrinone,1.0,Falling Slope,6.439547765843303,12.879095531686605,22.400660415664895
226,1,calcium,Milrinone,1.0,Rising Slope,8.415618768226139,16.831237536452278,19.47475612942663
227,1,calcium,Milrinone,1.0,Triangulation,2.0987078260731176,4.197415652146235,-12.228792255464716
228,1,calcium,Milrinone,3.0,Amplitude,6.01730022948281,12.03460045896562,-11.938681700831037
229,1,calcium,Milrinone,3.0,Area Under the Curve,8.485777565733542,16.971555131467085,-27.52461610571845
230,1,calcium,Milrinone,3.0,Beat Rate,11.521309571206961,23.042619142413923,27.59056816921905
231,1,calcium,Milrinone,3.0,Falling Slope,10.670948950870109,21.341897901740218,14.354266932166876
232,1,calcium,Milrinone,3.0,Rising Slope,10.205787350505393,20.411574701010785,13.0230229785812
233,1,calcium,Milrinone,3.0,Triangulation,4.1316458302995915,8.263291660599183,-2.750174717895205
234,1,calcium,Milrinone,10.0,Amplitude,4.910591445561571,9.821182891123142,-5.445375531620945
235,1,calcium,Milrinone,10.0,Area Under the Curve,9.311285599237786,18.622571198475573,-19.772479645978436
236,1,calcium,Milrinone,10.0,Beat Rate,13.766110756026343,27.532221512052686,24.6786962820197
237,1,calcium,Milrinone,10.0,Falling Slope,7.825796590780103,15.651593181560205,3.14546870808345
238,1,calcium,Milrinone,10.0,Rising Slope,8.315888400213154,16.63177680042631,3.323526306735064
239,1,calcium,Milrinone,10.0,Triangulation,7.031881523496031,14.063763046992062,-8.673005655105015
240,1,calcium,Milrinone,30.0,Amplitude,1.6395141217225235,3.279028243445047,-6.0502637919036735
241,1,calcium,Milrinone,30.0,Area Under the Curve,2.456656819498079,4.913313638996158,-16.35026801401073
242,1,calcium,Milrinone,30.0,Beat Rate,4.864151053846375,9.72830210769275,53.709631026906145
243,1,calcium,Milrinone,30.0,Falling Slope,3.22240079516233,6.44480159032466,41.9210446129016
244,1,calcium,Milrinone,30.0,Rising Slope,6.751243308703006,13.502486617406012,48.19735395348499
245,1,calcium,Milrinone,30.0,Triangulation,2.1368079618717966,4.273615923743593,-10.906418819695492
246,1,calcium,Nifedipine,0.0,Amplitude,0.0,0.0,0.0
247,1,calcium,Nifedipine,0.0,Area Under the Curve,0.0,0.0,0.0
248,1,calcium,Nifedipine,0.0,Beat Rate,0.0,0.0,0.0
249,1,calcium,Nifedipine,0.0,Falling Slope,0.0,0.0,0.0
250,1,calcium,Nifedipine,0.0,Rising Slope,0.0,0.0,0.0
251,1,calcium,Nifedipine,0.0,Triangulation,0.0,0.0,0.0
252,1,calcium,Nifedipine,0.01,Amplitude,2.7950746001268882,5.5901492002537765,-0.1955558214620916
253,1,calcium,Nifedipine,0.01,Area Under the Curve,4.85025445252252,9.70050890504504,0.6082315946276733
254,1,calcium,Nifedipine,0.01,Beat Rate,0.447985121953482,0.895970243906964,-3.420486527092935
255,1,calcium,Nifedipine,0.01,Falling Slope,5.300567804818435,10.60113560963687,-1.4496392425920979
256,1,calcium,Nifedipine,0.01,Rising Slope,3.5854986941503273,7.170997388300655,0.7440043023383485
257,1,calcium,Nifedipine,0.01,Triangulation,1.4655783583357478,2.9311567166714956,0.051679914713367525
258,1,calcium,Nifedipine,0.03,Amplitude,5.7283828657551865,11.456765731510373,-0.3745029735024117
259,1,calcium,Nifedipine,0.03,Area Under the Curve,8.110349693863128,16.220699387726256,-2.2895515465373535
260,1,calcium,Nifedipine,0.03,Beat Rate,1.736515938039345,3.47303187607869,-0.11355697007277321
261,1,calcium,Nifedipine,0.03,Falling Slope,8.7832962190593,17.5665924381186,1.7561717985904517
262,1,calcium,Nifedipine,0.03,Rising Slope,8.383726205346852,16.767452410693704,5.312446935794835
263,1,calcium,Nifedipine,0.03,Triangulation,1.8924773017904113,3.7849546035808226,-2.728131526436775
264,1,calcium,Nifedipine,0.1,Amplitude,1.7777067675714737,3.5554135351429474,-21.217197637179368
265,1,calcium,Nifedipine,0.1,Area Under the Curve,3.218845570642368,6.437691141284736,-40.79478793859164
266,1,calcium,Nifedipine,0.1,Beat Rate,1.4737744892769513,2.9475489785539026,14.866581439746733
267,1,calcium,Nifedipine,0.1,Falling Slope,1.67921286581687,3.35842573163374,-14.130263862033662
268,1,calcium,Nifedipine,0.1,Rising Slope,1.049666672830214,2.099333345660428,-7.767966838517366
269,1,calcium,Nifedipine,0.1,Triangulation,1.1292355453447038,2.2584710906894077,-7.412072687267057
270,1,calcium,Nifedipine,0.3,Amplitude,2.4485116569957843,4.897023313991569,-29.782005044920357
271,1,calcium,Nifedipine,0.3,Area Under the Curve,3.1003405717037613,6.200681143407523,-58.83829520598407
272,1,calcium,Nifedipine,0.3,Beat Rate,3.737276188218544,7.474552376437088,32.68858005967659
273,1,calcium,Nifedipine,0.3,Falling Slope,4.556975582675876,9.113951165351752,-15.56269284970826
274,1,calcium,Nifedipine,0.3,Rising Slope,6.903069023388539,13.806138046777077,-1.157196839213543
275,1,calcium,Nifedipine,0.3,Triangulation,2.4002805542674164,4.800561108534833,-15.582039447542881
276,1,calcium,Nifedipine,1.0,Amplitude,0.9794227102829711,1.9588454205659422,-57.53596476260324
277,1,calcium,Nifedipine,1.0,Area Under the Curve,0.5571223581010238,1.1142447162020477,-98.62953892639854
278,1,calcium,Nifedipine,1.0,Beat Rate,1.9661110559083912,3.9322221118167824,64.34581276222745
279,1,calcium,Nifedipine,1.0,Falling Slope,2.4045458006294784,4.809091601258957,-52.840734581600444
280,1,calcium,Nifedipine,1.0,Rising Slope,1.6417287196302839,3.2834574392605678,-22.038904505506824
281,1,calcium,Nifedipine,1.0,Triangulation,1.4028196211786554,2.805639242357311,-19.71794837689962
282,1,calcium,Omecamtiv Mecarbil,0.0,Amplitude,0.0,0.0,0.0
283,1,calcium,Omecamtiv Mecarbil,0.0,Area Under the Curve,0.0,0.0,0.0
